,0
4764,"Technical Regulations, Standards And Conformity Assessment Procedures, And Sanitary And Phytosanitary Measures Scope"
4765,Sanitary And Phytosanitary Measures General Provisions To Facilitate Trade
4766,Nature And Scope Of This Agreement Principles
4767,Common Provisions Notifications And Consultations Procedure
4768,General Provisions Modification Of The Rules Of Procedure And Code Of Conduct
4769,Customs And Trade Facilitation Regional Integration
4770,"Other Trade Related Provisions Sub-Committee On Standards, Technical Regulations And Conformity Assessment"
4771,Sanitary And Phytosanitary Measures Recognition Of Pest- Or Disease-Free Areas And Areas Of Low Pest Or Disease Prevalence
4772,Trade In Goods Procedure For Consultation And Application Of Measures
4773,Rules Of Origin And Operational Procedures Regional Value Content
4774,Customs Procedures Publication And Notification
4775,Origin Procedures And Trade Facilitation Obligations Regarding Exportations
4776,Trade Facilitation Risk Management
4777,Sanitary And Phytosanitary Measures Recognition Of Pest- Or Disease-Free Areas And Areas Of Low Pest Or Disease Prevalence
4778,Customs Procedures And Cooperation Advance Rulings
4779,Sanitary And Phytosanitary Measures Facilitation Of Trade And Implementing Arrangements
4780,General Provisions Procedure For The Application Of Trade Defense Measures
4781,Sanitary And Phytosanitary Measures Relation To Other Agreements
4782,Wto Rights And Obligations Sanitary And Phytosanitary Measures
4783,Sanitary And Phytosanitary Measures Obligations Of The Parties
4784,Rules Of Origin And Operational Procedures Verifications Process
4785,Other Trade-Related Provisions Standardisation And Conformity Assessment
4786,"Measures On Standards, Metrology And Authorization Procedures Compatibility And Equivalence"
4787,Sanitary And Phytosanitary Measures Import Checks
4788,Sanitary And Phytosanitary Measures General Provisions To Facilitate Trade
4789,Technical Barriers To Trade And Mutual Recognition Mutual Recognition Of Conformity Assessment
4790,Technical Barrier To Trade Compatibility And Equivalence
4791,Sanitary And Phytosanitary Measures Facilitation Of Trade And Implementing Arrangements
4792,Sanitary And Phytosanitary Measures Obligations Of The Parties
4793,Sanitary And Phytosanitary Measures Obligations Of The Parties
4794,Sanitary And Phytosanitary Measures Obligations Of The Parties
4795,Standards-Related Measures Assessment Of Risk
4796,Trade Remedies Standards For A Safeguard Measure
4797,Customs Procedures Publication And Notification
4798,Sanitary And Phytosanitary Measures Trade Facilitation
4799,Sanitary And Phytosanitary Measures Import Checks
4800,Rules Of Origin And Operational Procedures Verifications Process
4801,Anti-Fraud And Control Provisions Audits
4802,Sanitary And Phytosanitary Measures Import Checks
4803,"Other Trade Related Provisions Sub-Committee On Standards, Technical Regulations And Conformity Assessment"
4804,Customs Procedures And Trade Facilitation Customs Audit
4805,Anti-Fraud And Control Provisions Audits
4806,Anti-Fraud And Control Provisions Audits
4807,Dispute Settlement Mechanism Expenses
4808,Anti-Fraud And Control Provisions Confidentiality
4809,Cooperation Policies Internal Control And External Audit Cooperation
4810,Sanitary And Phytosanitary Measures Import Checks
4811,Procedures Related To Rules Of Origin Obligations Regarding Importations
4812,Procedures Related To Rules Of Origin Obligations Regarding Importations
4813,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Obligations Relating To Importations
4814,Rules Of Origin And Operational Procedures Obligations Regarding Importations
4815,Sanitary And Phytosanitary Measures Import Checks
4816,Rules Of Origin Obligations Related To Importations
4817,Rules Of Origin And Origin Procedures Obligations Relating To Importation
4818,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Obligations Relating To Importations
4819,Rules Of Origin Consignment
4820,Sanitary And Phytosanitary Measures Import Checks
4821,Sanitary And Phytosanitary Measures Import Procedures
4822,"Technical, Sanitary And Phytosanitary Regulations And Standards Mutual Recognition Of Equivalence Of Mandatory Requirements"
4823,Sanitary And Phytosanitary Measures Certification Procedure
4824,"Other Trade Related Provisions Sub-Committee On Standards, Technical Regulations And Conformity Assessment"
4825,Sanitary And Phytosanitary Measures Import Requirements
4826,Origin Procedures Certificate Of Origin
4827,Customs And Trade Facilitation Terms Of Cooperation
4828,Trade Facilitation Cooperation
4829,Customs Procedures And Cooperation General Provisions
4830,"Sanitary And Phytosanitary Measures Notification, Consultation And Facilitation Of Communication"
4831,Sanitary And Phytosanitary Measures Reaffirmation Of Sps Agreement
4832,Trade Remedies Notification And Consultations
4833,General Provisions Public Comment Procedures
4834,Sanitary And Phytosanitary Measures Consultative Arrangements
4835,Sanitary And Phytosanitary Measures Notification
4836,Sanitary And Phytosanitary Measures Consultation And Dispute Settlement
4837,Sanitary And Phytosanitary Measures Import Checks
4838,Sanitary And Phytosanitary Measures Emergency Measures
4839,Emergency Action Standards For Emergency Actions
4840,General Provisions Contact Points And Exchange Of Information
4841,"Technical Regulations And Sanitary And Phytosanitary Measures Exchange Of Information, And Consultation"
4842,Sanitary And Phytosanitary Measures Information Exchange
4843,Consultations And Dispute Settlement Third Parties
4844,Consultation Consultation
4845,Consultations And Dispute Settlement General Provisions
4846,Cooperation Sanitary And Phytosanitary Matters
4847,Mechanisms For Implementation And Follow-Up Implementation Of The Agreement
4848,Technical Barriers To Trade Sub-Committee On Technical Barriers To Trade
4849,"Technical Regulations, Standards And Conformity Assessment Procedures Affirmation Of Agreement On Technical Barriers To Trade"
4850,General And Final Provisions Status Of The Annex And Schedule
4851,"Trade In Goods Technical Regulations, Standards And Conformity Assessment Procedures"
4852,Sanitary And Phytosanitary Measures Non-Application Of Chapter 9
4853,"Technical Regulations, Standards And Conformity Assessment Procedures Reaffirmation Of Tbt Agreement"
4854,"Standards, Technical Regulations And Conformity Assessment Procedures Cooperation"
4855,Standards-Related Measures Use Of International Standards
4856,"Technical Regulations, Standards And Conformity Assessment Procedures Trade Facilitation"
4857,"Technical Regulations, Standards And Conformity Assessment Procedures Affirmation Of Agreement On Technical Barriers To Trade"
4858,"Trade In Goods Cooperation In The Field Of Technical Regulations, Standards And Conformity Assessment Procedures"
4859,"Technical Regulations, Standards And Conformity Assessment Procedures Reaffirmation Of Rights And Obligations"
4860,"Technical Regulations, Standards And Conformity Assessment Procedures Non-Application Of Chapter 19 (Dispute Settlement)"
4861,"Standards, Technical Regulations And Conformity Assessment Procedures Reaffirmation Of Rights And Obligations"
4862,"Standards, Technical Regulations And Conformity Assessment Procedures Reaffirmation Of Rights And Obligations"
4863,Mutual Recognition Registration Or Designation Of Conformity Assessment Bodies And Withdrawal Thereof
4864,Cooperation In Other Areas Information
4865,"Technical Regulations, Standards And Conformity Assessment Procedures Trade Facilitation"
4866,"Technical Regulations, Standards And Conformity Assessment Procedures Acceptance Of Results Of Conformity Assessment Procedures"
4867,Dispute Settlement Request For Clarification Of The Report
4868,"Standards, Technical Regulations And Conformity Assessment Procedures Reaffirmation Of Rights And Obligations"
4869,"Dispute Avoidance, Settlement, Institutional, General And Final Provisions Accession"
4870,"Standards, Technical Regulations And Conformity Assessment Procedures Affirmation Of The Tbt Agreement"
4871,Other Provisions National Security
4872,"Technical Regulations, Standards And Conformity Assessment Procedures Reaffirmation Of Tbt Agreement"
4873,General Provisions Relation To The Wto Agreement
4874,Implementation And Operation Of The Agreement Public Comment Procedures
4875,Implementation And Operation Of The Agreement Communications
4876,Regulatory Framework Confidentiality Of Information
4877,Regulatory Framework Confidentiality Of Information
4878,General Provisions Contact Points And Exchange Of Information
4879,General Provisions Contact Points And Exchange Of Information
4880,Consultations And Settlement Of Disputes Settlement Of Disputes
4881,Procedures For The Settlement Of Disputes Information And Technical Advice
4882,Consultations And Dispute Settlement General Provisions
4883,Other Provisions Annexes And Subsequent Agreements
4884,Common Provisions Protocols And Annexes
4885,Other Trade Related Provisions Technical Cooperation
4886,General Provisions Procedure For The Application Of Safeguard Measures
4887,Investment General Provisions
4888,General Provisions Public Monopolies
4889,Initial Provisions And General Definitions Extent Of Obligations
4890,Investment National Treatment In Respect Of Covered Investments And Investors
4891,Investment Fair And Equitable Treatment And Full Protection And Security
4892,Final Provisions Consultations On Inconsistencies With Other Agreements
4893,Investment Security Exceptions
4894,"Institutional, General And Final Provisions Security Exceptions"
4895,Investment International Agreements
4896,Investment Expropriation And Compensation 11-2
4897,Investment Expropriation And Compensation 11-2
4898,Investment Expropriation And Compensation 11-2
4899,Investment Expropriation And Compensation 11-2
4900,Investment Expropriation And Compensation 11-2
4901,"General, Institutional And Final Provisions Territorial Application"
4902,Intellectual Property Affirmation Of The Trips Agreement
4903,Ground Rules Withholding Or Withdrawal Of Concessions
